foil_ID, species, incident energy [keV], kF [keV*degrees], sig_kF [keV*degrees], psi_half [degrees], sigma [degrees], sig_sigma [degrees], kappa, sig_kappa
B08a, Ar, 20.000000, 214.610031, 27.442692, 10.988406, 12.023180, 0.009109, 1.971012, 0.003760
B08a, H, 7.000000, 20.917025, 1.503083, 2.908980, 3.200334, 0.005239, 2.031348, 0.004488
B08a, H, 1.300000, 20.917025, 1.503083, 14.500983, 15.953556, 0.017330, 2.018157, 0.007158
B09a, Ar, 10.000000, 243.072327, 35.502327, 19.577496, 21.597034, 0.016849, 2.163563, 0.008149
B09a, Ar, 20.000000, 243.072327, 35.502327, 12.471686, 13.643701, 0.012876, 1.975565, 0.005245
B09a, H, 7.000000, 23.653570, 1.958282, 3.484703, 3.845984, 0.005965, 2.106900, 0.004827
B09a, H, 1.300000, 23.653570, 1.958282, 16.498219, 18.265575, 0.022073, 2.298422, 0.011687
B10a, Ar, 10.000000, 243.599060, 33.487698, 19.824092, 21.815975, 0.017683, 2.009932, 0.007475
B10a, Ar, 20.000000, 243.599060, 33.487698, 12.876664, 14.169723, 0.008876, 2.143869, 0.004188
B10a, H, 7.000000, 23.481129, 1.385771, 3.581840, 3.961789, 0.004855, 2.161002, 0.004068
B10a, H, 1.300000, 23.481129, 1.385771, 16.973530, 18.763857, 0.020974, 2.212451, 0.010360
B15a, Ar, 20.000000, 421.415314, 103.433685, 18.701856, 20.689554, 0.013520, 2.145417, 0.006354
B15a, H, 7.000000, 36.706184, 4.309705, 5.473923, 6.051071, 0.007895, 2.148150, 0.004784
B15a, H, 1.300000, 36.706184, 4.309705, 23.131680, 25.045504, 0.034150, 1.567256, 0.009563
B15b, Ar, 10.000000, 331.520538, 68.135246, 23.390847, 25.969051, 0.024788, 2.138750, 0.012164
B15b, Ar, 20.000000, 331.520538, 68.135246, 16.172966, 17.864969, 0.016053, 2.230624, 0.008043
B15b, H, 1.000000, 30.262434, 3.013714, 24.427108, 26.430414, 0.034235, 1.661758, 0.010827
B15b, H, 7.000000, 30.262434, 3.013714, 4.466624, 4.959363, 0.013794, 2.268441, 0.010922
B15b, H, 1.300000, 30.262434, 3.013714, 20.403168, 22.418890, 0.031778, 2.018693, 0.013641
B20a, Ar, 10.000000, 340.744965, 57.277641, 23.034415, 25.644863, 0.021663, 2.220005, 0.011323
B20a, Ar, 20.000000, 340.744965, 57.277641, 15.500017, 17.090155, 0.011079, 2.127196, 0.005067
B20a, H, 1.000000, 28.678566, 2.117452, 24.003717, 26.217474, 0.026425, 1.860177, 0.010187
B20a, H, 7.000000, 28.678566, 2.117452, 4.325951, 4.806037, 0.010568, 2.286115, 0.008715
B20a, H, 1.300000, 28.678566, 2.117452, 19.377714, 21.222321, 0.029206, 1.996445, 0.012219
B20b, Ar, 10.000000, 344.195282, 75.624168, 23.816140, 26.166397, 0.026010, 1.919342, 0.010566
B20b, Ar, 20.000000, 344.195282, 75.624168, 16.596611, 18.347019, 0.010646, 2.227432, 0.005319
B20b, H, 7.000000, 31.649393, 1.747289, 4.706802, 5.243184, 0.008541, 2.369609, 0.007203
B20b, H, 1.300000, 31.649393, 1.747289, 21.456795, 23.607859, 0.019111, 2.175336, 0.009534
CF_31, H, 1.000000, 11.383560, 0.843338, 10.134908, 10.973516, 0.013503, 1.706948, 0.004295
CF_31, H, 7.000000, 11.383560, 0.843338, 1.675525, 1.834911, 0.004197, 1.932309, 0.005127
CF_31, H, 1.300000, 11.383560, 0.843338, 8.242501, 8.979111, 0.011738, 1.825427, 0.004408
CF_32, H, 1.000000, 12.902604, 0.729805, 11.808514, 12.861790, 0.010807, 1.805848, 0.003707
CF_32, H, 7.000000, 12.902604, 0.729805, 1.990114, 2.181863, 0.003091, 1.955829, 0.003413
CF_32, H, 1.300000, 12.902604, 0.729805, 9.392080, 10.254997, 0.013096, 1.863894, 0.004923
B06a, H, 5.000000, 24.753403, 1.559398, 5.163912, 5.685621, 0.007136, 2.048832, 0.007037
B06a, H, 10.000000, 24.753403, 1.559398, 2.625565, 2.902865, 0.002876, 2.148744, 0.004262
B06a, H, 15.000000, 24.753403, 1.559398, 1.753284, 1.938185, 0.002723, 2.145329, 0.005555
B06a, H, 20.000000, 24.753403, 1.559398, 1.337823, 1.478821, 0.002026, 2.143865, 0.005271
B08a, H, 5.000000, 20.917025, 1.503083, 4.294072, 4.706419, 0.004562, 1.949797, 0.004276
B08a, H, 10.000000, 20.917025, 1.503083, 2.139178, 2.348520, 0.003571, 1.981544, 0.005350
B08a, H, 15.000000, 20.917025, 1.503083, 1.470447, 1.618668, 0.001465, 2.043836, 0.003086
B08a, H, 20.000000, 20.917025, 1.503083, 1.131362, 1.246018, 0.001786, 2.055041, 0.005018
B06a, H, 5.000000, 24.753403, 1.559398, 4.955000, 5.450802, 0.008097, 2.028876, 0.007878
B06a, H, 10.000000, 24.753403, 1.559398, 2.524760, 2.784129, 0.006404, 2.084649, 0.009476
B06a, H, 15.000000, 24.753403, 1.559398, 1.700405, 1.879513, 0.005065, 2.142284, 0.010428
B06b, H, 5.000000, 18.197023, 0.642830, 3.643203, 3.992653, 0.003817, 1.947682, 0.003771
B07a, H, 5.000000, 22.018984, 1.307917, 4.462364, 4.890873, 0.005232, 1.949806, 0.004796
B07a, H, 10.000000, 22.018984, 1.307917, 2.298033, 2.530561, 0.004750, 2.052033, 0.007511
B07a, H, 15.000000, 22.018984, 1.307917, 1.526238, 1.680128, 0.002149, 2.044755, 0.004439
B06a, H, 2.000000, 24.753403, 1.559398, 13.269216, 14.426133, 0.022369, 1.800069, 0.018772
B06a, H, 5.000000, 24.753403, 1.559398, 4.921402, 5.394516, 0.004673, 1.951802, 0.004259
B06a, H, 10.000000, 24.753403, 1.559398, 2.449638, 2.697506, 0.003995, 2.052082, 0.005687
B06a, H, 15.000000, 24.753403, 1.559398, 1.653521, 1.819970, 0.002588, 2.040987, 0.004975
B06a, H, 20.000000, 24.753403, 1.559398, 1.252816, 1.378705, 0.002281, 2.037000, 0.005642
B06b, H, 2.000000, 18.197023, 0.642830, 8.957489, 9.500618, 0.009648, 1.450217, 0.005132
B06b, H, 5.000000, 18.197023, 0.642830, 3.693931, 4.036933, 0.003880, 1.889803, 0.003726
B06b, H, 10.000000, 18.197023, 0.642830, 1.871707, 2.051627, 0.002871, 1.951671, 0.004572
B06b, H, 15.000000, 18.197023, 0.642830, 1.249843, 1.369454, 0.002127, 1.943378, 0.004747
B06b, H, 20.000000, 18.197023, 0.642830, 0.932266, 1.019263, 0.001985, 1.898695, 0.005639
CF_01, H, 3.000000, 12.772395, 0.773634, 3.956574, 4.256778, 0.002476, 1.630732, 0.001730
CF_01, H, 5.000000, 12.772395, 0.773634, 2.625901, 2.877386, 0.002965, 1.944737, 0.003544
CF_01, H, 10.000000, 12.772395, 0.773634, 1.365218, 1.495033, 0.001504, 1.932441, 0.002800
CF_01, H, 15.000000, 12.772395, 0.773634, 0.833887, 0.908387, 0.001914, 1.830450, 0.004517
CF_02, H, 3.000000, 15.740720, 0.827400, 4.913854, 5.294538, 0.003624, 1.652232, 0.002440
CF_02, H, 5.000000, 15.740720, 0.827400, 3.210907, 3.535195, 0.002841, 2.048144, 0.003376
CF_02, H, 10.000000, 15.740720, 0.827400, 1.669090, 1.836897, 0.002098, 2.038337, 0.003711
CF_02, H, 15.000000, 15.740720, 0.827400, 1.036063, 1.134202, 0.001884, 1.924349, 0.004290
CF_03, H, 3.000000, 22.560642, 0.843192, 7.133472, 7.631964, 0.006096, 1.554850, 0.003649
CF_03, H, 5.000000, 22.560642, 0.843192, 4.515230, 4.992273, 0.003815, 2.149648, 0.004342
CF_03, H, 10.000000, 22.560642, 0.843192, 2.304671, 2.544490, 0.001785, 2.109825, 0.002761
CF_03, H, 15.000000, 22.560642, 0.843192, 1.551078, 1.712207, 0.002436, 2.108407, 0.005059
CF_04, H, 3.000000, 19.065456, 0.712492, 6.027073, 6.513375, 0.004806, 1.724279, 0.003452
CF_04, H, 5.000000, 19.065456, 0.712492, 3.826381, 4.230446, 0.003328, 2.148482, 0.004088
CF_04, H, 10.000000, 19.065456, 0.712492, 1.937958, 2.134302, 0.002090, 2.054676, 0.003504
CF_04, H, 15.000000, 19.065456, 0.712492, 1.313914, 1.446679, 0.002101, 2.049064, 0.004680
CF_05, H, 3.000000, 17.078390, 0.642547, 5.401226, 5.818690, 0.004338, 1.649810, 0.002844
CF_05, H, 5.000000, 17.078390, 0.642547, 3.451976, 3.802367, 0.002889, 2.058654, 0.003513
CF_05, H, 10.000000, 17.078390, 0.642547, 1.771556, 1.948308, 0.001797, 2.023056, 0.003061
CF_05, H, 15.000000, 17.078390, 0.642547, 1.144696, 1.255259, 0.001711, 1.959912, 0.003813
CF_06, H, 3.000000, 15.898558, 1.061150, 4.836326, 5.210826, 0.003517, 1.651715, 0.002419
CF_06, H, 5.000000, 15.898558, 1.061150, 3.154680, 3.473275, 0.003134, 2.048014, 0.003875
CF_06, H, 10.000000, 15.898558, 1.061150, 1.671706, 1.840094, 0.001656, 2.042382, 0.002993
CF_06, H, 15.000000, 15.898558, 1.061150, 1.113314, 1.220556, 0.001807, 1.955145, 0.004149
CF_08, H, 3.000000, 14.605300, 1.110028, 4.417820, 4.759232, 0.003301, 1.649649, 0.002217
CF_08, H, 5.000000, 14.605300, 1.110028, 2.852676, 3.126174, 0.002239, 1.947024, 0.002463
CF_08, H, 10.000000, 14.605300, 1.110028, 1.544909, 1.698072, 0.002634, 2.008739, 0.004949
CF_08, H, 15.000000, 14.605300, 1.110028, 1.038715, 1.137568, 0.001881, 1.932953, 0.004404
CF_09, H, 3.000000, 17.330730, 0.813322, 5.449255, 5.908454, 0.004065, 1.750299, 0.003046
CF_09, H, 5.000000, 17.330730, 0.813322, 3.429761, 3.774202, 0.002276, 2.036589, 0.002541
CF_09, H, 10.000000, 17.330730, 0.813322, 1.760378, 1.937228, 0.002966, 2.037293, 0.005172
CF_09, H, 15.000000, 17.330730, 0.813322, 1.218647, 1.339793, 0.001795, 2.014610, 0.004094
CF_11, H, 5.000000, 14.132860, 0.365645, 2.723583, 2.969851, 0.003647, 1.849373, 0.003811
CF_11, H, 10.000000, 14.132860, 0.365645, 1.421383, 1.553593, 0.002025, 1.893352, 0.003670
CF_11, H, 15.000000, 14.132860, 0.365645, 0.950199, 1.036574, 0.001358, 1.857341, 0.003498
CF_11, H, 20.000000, 14.132860, 0.365645, 0.723040, 0.787428, 0.001157, 1.825295, 0.003891
CF_12, H, 5.000000, 17.471956, 0.188335, 3.445092, 3.757618, 0.003387, 1.854374, 0.003153
CF_12, H, 10.000000, 17.471956, 0.188335, 1.757837, 1.925281, 0.002261, 1.935531, 0.003518
CF_12, H, 15.000000, 17.471956, 0.188335, 1.176812, 1.287225, 0.001549, 1.907621, 0.003377
CF_12, H, 20.000000, 17.471956, 0.188335, 0.871742, 0.951513, 0.001153, 1.867384, 0.003216
CF_13, H, 5.000000, 21.773264, 0.295499, 4.278129, 4.688904, 0.003358, 1.949605, 0.003089
CF_13, H, 10.000000, 21.773264, 0.295499, 2.169726, 2.388807, 0.002664, 2.047516, 0.003900
CF_13, H, 15.000000, 21.773264, 0.295499, 1.467942, 1.615721, 0.001898, 2.041085, 0.003923
CF_13, H, 20.000000, 21.773264, 0.295499, 1.099601, 1.208313, 0.001579, 2.001808, 0.004276
CF_14, H, 5.000000, 15.244024, 0.464841, 2.921865, 3.170562, 0.003248, 1.762927, 0.003089
CF_14, H, 10.000000, 15.244024, 0.464841, 1.525482, 1.668507, 0.001991, 1.906108, 0.003388
CF_14, H, 15.000000, 15.244024, 0.464841, 1.045324, 1.142357, 0.001533, 1.889080, 0.003740
CF_14, H, 20.000000, 15.244024, 0.464841, 0.772661, 0.843618, 0.001239, 1.872728, 0.004057
CF_15, H, 5.000000, 18.932318, 0.329787, 3.691301, 4.024797, 0.003097, 1.848077, 0.002707
CF_15, H, 10.000000, 18.932318, 0.329787, 1.899066, 2.080748, 0.002108, 1.942989, 0.003073
CF_15, H, 15.000000, 18.932318, 0.329787, 1.277805, 1.399939, 0.001746, 1.941046, 0.003580
CF_15, H, 20.000000, 18.932318, 0.329787, 0.956180, 1.045390, 0.001455, 1.898303, 0.003892
CF_16, H, 5.000000, 16.228310, 0.467248, 3.121967, 3.385613, 0.002435, 1.753158, 0.002213
CF_16, H, 10.000000, 16.228310, 0.467248, 1.629830, 1.781412, 0.001796, 1.893207, 0.002932
CF_16, H, 15.000000, 16.228310, 0.467248, 1.086036, 1.184689, 0.001527, 1.856429, 0.003528
CF_16, H, 20.000000, 16.228310, 0.467248, 0.836733, 0.912903, 0.001425, 1.859863, 0.004343
CF_17, H, 5.000000, 15.939702, 0.490747, 3.153484, 3.438449, 0.002654, 1.848390, 0.002527
CF_17, H, 10.000000, 15.939702, 0.490747, 1.635174, 1.790210, 0.002443, 1.926416, 0.004047
CF_17, H, 15.000000, 15.939702, 0.490747, 1.088494, 1.189933, 0.001544, 1.894763, 0.003568
CF_17, H, 20.000000, 15.939702, 0.490747, 0.766741, 0.835759, 0.001384, 1.842409, 0.004121
CF_18, H, 5.000000, 22.380939, 0.267392, 4.399724, 4.822281, 0.003443, 1.950081, 0.003204
CF_18, H, 10.000000, 22.380939, 0.267392, 2.240984, 2.467539, 0.002243, 2.050236, 0.003346
CF_18, H, 15.000000, 22.380939, 0.267392, 1.505735, 1.657903, 0.001676, 2.049383, 0.003445
CF_18, H, 20.000000, 22.380939, 0.267392, 1.126702, 1.240270, 0.001596, 2.044047, 0.004228
CF_19, H, 5.000000, 18.894300, 0.268997, 3.702211, 4.057398, 0.003108, 1.948104, 0.002982
CF_19, H, 10.000000, 18.894300, 0.268997, 1.897881, 2.080857, 0.001818, 1.957028, 0.002895
CF_19, H, 15.000000, 18.894300, 0.268997, 1.275429, 1.398113, 0.001880, 1.952878, 0.004140
CF_19, H, 20.000000, 18.894300, 0.268997, 0.948082, 1.038727, 0.001568, 1.941644, 0.004487
CF_22, H, 5.000000, 21.957174, 0.182757, 4.352252, 4.770239, 0.003872, 1.950036, 0.003574
CF_22, H, 10.000000, 21.957174, 0.182757, 2.205339, 2.428228, 0.002966, 2.049638, 0.004439
CF_22, H, 15.000000, 21.957174, 0.182757, 1.477474, 1.626145, 0.002000, 2.040154, 0.004041
CF_22, H, 20.000000, 21.957174, 0.182757, 1.092711, 1.197858, 0.001468, 1.953375, 0.003779
CF_23, H, 5.000000, 18.696167, 0.402635, 3.633490, 3.962896, 0.002553, 1.853550, 0.002417
CF_23, H, 10.000000, 18.696167, 0.402635, 1.880266, 2.061195, 0.001750, 1.953566, 0.002760
CF_23, H, 15.000000, 18.696167, 0.402635, 1.275608, 1.398494, 0.002228, 1.955708, 0.004993
CF_23, H, 20.000000, 18.696167, 0.402635, 0.934670, 1.020110, 0.001403, 1.866475, 0.003784
CF_24, H, 5.000000, 14.608503, 0.339085, 2.825237, 3.080411, 0.002102, 1.847757, 0.002090
CF_24, H, 10.000000, 14.608503, 0.339085, 1.486298, 1.624823, 0.001687, 1.895996, 0.002968
CF_24, H, 15.000000, 14.608503, 0.339085, 0.987172, 1.078627, 0.002002, 1.886851, 0.005090
CF_24, H, 20.000000, 14.608503, 0.339085, 0.732450, 0.796593, 0.001395, 1.800495, 0.004335
CF_25, H, 5.000000, 12.741409, 0.394010, 2.434542, 2.639842, 0.001314, 1.751178, 0.001314
CF_25, H, 10.000000, 12.741409, 0.394010, 1.289360, 1.405535, 0.002107, 1.843800, 0.003816
CF_25, H, 15.000000, 12.741409, 0.394010, 0.858724, 0.934034, 0.001387, 1.802775, 0.003664
CF_25, H, 20.000000, 12.741409, 0.394010, 0.651828, 0.707179, 0.001600, 1.759371, 0.005547
CF_26, H, 5.000000, 18.587933, 0.227123, 3.650780, 4.000775, 0.002361, 1.946708, 0.002257
CF_26, H, 10.000000, 18.587933, 0.227123, 1.865794, 2.045449, 0.002768, 1.954827, 0.004383
